chr,start,end,bin,V5,V6,V7,V8,V9,gene_id,V11,hgnc_symbol,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,coverage,dataset,condition,target,coverage.fold
chr3,16349799,16350799,85140,+,ensembl_havana,gene,NA,NA,ENSG00000154814,14,OXNAD1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85140,OXNAD1,0.07973772,TTS,D8L4Y_90min,Total Pol II,0.38067955459403224
chr3,19878972,19879972,67554,-,ensembl_havana,gene,NA,NA,ENSG00000163576,18,EFHB,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67554,EFHB,0.11510828,TTS,D8L4Y_90min,Total Pol II,0.5495437888177032
chr3,19984675,19985675,38079,+,ensembl_havana,gene,NA,NA,ENSG00000144566,11,RAB5A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38079,RAB5A,0.1459683048,TTS,D8L4Y_90min,Total Pol II,0.6968740673311193
chr3,20153904,20154904,113959,+,ensembl_havana,gene,NA,NA,ENSG00000114166,8,KAT2B,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113959,KAT2B,0.1431306475,TTS,D8L4Y_90min,Total Pol II,0.6833266757446218
chr3,20160093,20161093,25614,-,ensembl_havana,gene,NA,NA,ENSG00000129810,15,SGO1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25614,SGO1,0.1101989312,TTS,D8L4Y_90min,Total Pol II,0.5261058385661692
chr3,23591294,23592294,388775,+,ensembl_havana,gene,NA,NA,ENSG00000182247,11,UBE2E2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388775,UBE2E2,0.123933088,TTS,D8L4Y_90min,Total Pol II,0.5916747147937388
chr3,23889451,23890451,56641,-,ensembl_havana,gene,NA,NA,ENSG00000197885,11,NKIRAS1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56641,NKIRAS1,0.2590867115,TTS,D8L4Y_90min,Total Pol II,1.2369179095546317
chr3,23891140,23892140,85686,+,ensembl_havana,gene,NA,NA,ENSG00000170142,12,UBE2E1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85686,UBE2E1,0.1818652532,TTS,D8L4Y_90min,Total Pol II,0.8682513568773587
chr3,23923874,23924874,7784,+,ensembl_havana,gene,NA,NA,ENSG00000174748,22,RPL15,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7784,RPL15,0.2618946034,TTS,D8L4Y_90min,Total Pol II,1.2503231967617423
chr3,23980137,23981137,35352,+,ensembl_havana,gene,NA,NA,ENSG00000174738,14,NR1D2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35352,NR1D2,0.1753559158,TTS,D8L4Y_90min,Total Pol II,0.8371748266964822
chr3,24116653,24117653,378604,-,ensembl_havana,gene,NA,NA,ENSG00000151090,20,THRB,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378604,THRB,0.1120026214,TTS,D8L4Y_90min,Total Pol II,0.5347169197704177
chr3,25597478,25598478,66932,-,ensembl_havana,gene,NA,NA,ENSG00000077097,17,TOP2B,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66932,TOP2B,0.1616699284,TTS,D8L4Y_90min,Total Pol II,0.7718359182399633
chr3,25718444,25719444,71096,-,ensembl_havana,gene,NA,NA,ENSG00000151092,18,NGLY1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71096,NGLY1,0.1588493344,TTS,D8L4Y_90min,Total Pol II,0.758369989346955
chr3,25794034,25795034,11618,+,ensembl_havana,gene,NA,NA,ENSG00000151093,8,OXSM,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11618,OXSM,0.1986850836,TTS,D8L4Y_90min,Total Pol II,0.9485516908349784
chr3,27105984,27106984,262977,-,ensembl_havana,gene,NA,NA,ENSG00000163491,18,NEK10,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262977,NEK10,0.09063989487,TTS,D8L4Y_90min,Total Pol II,0.4327281342827649
chr3,27372223,27373223,111698,-,ensembl_havana,gene,NA,NA,ENSG00000033867,18,SLC4A7,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111698,SLC4A7,0.2059941936,TTS,D8L4Y_90min,Total Pol II,0.9834464525522532
chr3,27715449,27716449,6763,-,ensembl_havana,gene,NA,NA,ENSG00000163508,13,EOMES,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6763,EOMES,0.09993013125,TTS,D8L4Y_90min,Total Pol II,0.4770810835169752
chr3,28314503,28315503,34048,-,ensembl_havana,gene,NA,NA,ENSG00000163512,14,AZI2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34048,AZI2,0.1537233841,TTS,D8L4Y_90min,Total Pol II,0.7338979518084457
chr3,28324642,28325642,83559,+,ensembl_havana,gene,NA,NA,ENSG00000187118,14,CMC1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83559,CMC1,0.2015204568,TTS,D8L4Y_90min,Total Pol II,0.9620881777935201
chr3,30693749,30694749,87772,+,ensembl_havana,gene,NA,NA,ENSG00000163513,20,TGFBR2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87772,TGFBR2,0.4122701338,TTS,D8L4Y_90min,Total Pol II,1.9682380046407908
chr3,31638048,31639048,105911,+,ensembl_havana,gene,NA,NA,ENSG00000163527,11,STT3B,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105911,STT3B,0.3326367031,TTS,D8L4Y_90min,Total Pol II,1.5880563424403826
chr3,31991223,31992223,9974,+,ensembl_havana,gene,NA,NA,ENSG00000197385,6,ZNF860,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9974,ZNF860,0.1409075309,TTS,D8L4Y_90min,Total Pol II,0.6727131914727037
chr3,32369821,32370821,131643,+,ensembl_havana,gene,NA,NA,ENSG00000170293,9,CMTM8,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131643,CMTM8,0.1619105525,TTS,D8L4Y_90min,Total Pol II,0.7729846929379681
chr3,32480812,32481812,21541,-,ensembl_havana,gene,NA,NA,ENSG00000091317,8,CMTM6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21541,CMTM6,0.2643108505,TTS,D8L4Y_90min,Total Pol II,1.2618587143288003
chr3,32482567,32483567,91370,+,ensembl_havana,gene,NA,NA,ENSG00000153551,14,CMTM7,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91370,CMTM7,0.2468349245,TTS,D8L4Y_90min,Total Pol II,1.1784260838773868
chr3,32525474,32526474,44885,-,ensembl_havana,gene,NA,NA,ENSG00000144635,9,DYNC1LI1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44885,DYNC1LI1,0.2150173855,TTS,D8L4Y_90min,Total Pol II,1.0265244923245025
chr3,32773375,32774375,88731,+,ensembl_havana,gene,NA,NA,ENSG00000182973,20,CNOT10,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88731,CNOT10,0.1840063237,TTS,D8L4Y_90min,Total Pol II,0.8784731410504505
chr3,33147273,33148273,33760,+,ensembl_havana,gene,NA,NA,ENSG00000170275,15,CRTAP,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33760,CRTAP,0.4409088882,TTS,D8L4Y_90min,Total Pol II,2.1049636129115052
chr3,33387836,33388836,53036,-,ensembl_havana,gene,NA,NA,ENSG00000153560,12,UBP1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53036,UBP1,0.2687954717,TTS,D8L4Y_90min,Total Pol II,1.283268952807389
chr3,33403162,33404162,126638,+,ensembl_havana,gene,NA,NA,ENSG00000153558,17,FBXL2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126638,FBXL2,0.2026364568,TTS,D8L4Y_90min,Total Pol II,0.9674161252558621
chr3,33495745,33496745,222112,-,ensembl_havana,gene,NA,NA,ENSG00000163539,19,CLASP2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222112,CLASP2,0.1464302667,TTS,D8L4Y_90min,Total Pol II,0.6990795411060331
chr3,33869207,33870207,71137,+,ensembl_havana,gene,NA,NA,ENSG00000170248,15,PDCD6IP,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71137,PDCD6IP,0.2775211942,TTS,D8L4Y_90min,Total Pol II,1.3249268300932096
chr3,37052126,37053126,131064,-,ensembl_havana,gene,NA,NA,ENSG00000093167,18,LRRFIP2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131064,LRRFIP2,0.192509112,TTS,D8L4Y_90min,Total Pol II,0.9190666978119348
chr3,37366379,37367379,123689,+,ensembl_havana,gene,NA,NA,ENSG00000144674,19,GOLGA4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123689,GOLGA4,0.1462398055,TTS,D8L4Y_90min,Total Pol II,0.69817025144007006
chr3,37983969,37984969,122590,+,ensembl_havana,gene,NA,NA,ENSG00000144677,15,CTDSPL,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122590,CTDSPL,0.1646825517,TTS,D8L4Y_90min,Total Pol II,0.7862186231380167
chr3,38006688,38007688,19130,+,ensembl_havana,gene,NA,NA,ENSG00000136059,16,VILL,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19130,VILL,0.1090479592,TTS,D8L4Y_90min,Total Pol II,0.5206109296534213
chr3,38102629,38103629,34114,-,ensembl_havana,gene,NA,NA,ENSG00000060971,19,ACAA1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34114,ACAA1,0.1054423788,TTS,D8L4Y_90min,Total Pol II,0.5033973607085734
chr3,38142524,38143524,4473,+,ensembl_havana,gene,NA,NA,ENSG00000172936,18,MYD88,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4473,MYD88,0.259142101,TTS,D8L4Y_90min,Total Pol II,1.237182347140622
chr3,38254984,38255984,90396,+,ensembl_havana,gene,NA,NA,ENSG00000172939,9,OXSR1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90396,OXSR1,0.2171032945,TTS,D8L4Y_90min,Total Pol II,1.0364829274169993
chr3,38420848,38421848,74589,+,ensembl_havana,gene,NA,NA,ENSG00000093217,11,XYLB,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74589,XYLB,0,TTS,D8L4Y_90min,Total Pol II,0
chr3,38492642,38493642,39253,+,ensembl_havana,gene,NA,NA,ENSG00000114739,14,ACVR2B,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39253,ACVR2B,0.2896755143,TTS,D8L4Y_90min,Total Pol II,1.3829533345137184
chr3,38541661,38542661,46035,+,ensembl_havana,gene,NA,NA,ENSG00000157036,13,EXOG,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46035,EXOG,0.23160261,TTS,D8L4Y_90min,Total Pol II,1.105704783352413
chr3,38547557,38548557,101687,-,ensembl_havana,gene,NA,NA,ENSG00000183873,20,SCN5A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101687,SCN5A,0.1778168026,TTS,D8L4Y_90min,Total Pol II,0.8489234607297895
chr3,38845264,38846264,206394,-,ensembl_havana,gene,NA,NA,ENSG00000168356,13,SCN11A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206394,SCN11A,0.14027352,TTS,D8L4Y_90min,Total Pol II,0.6696863305714922
chr3,39096171,39097171,44659,+,ensembl_havana,gene,NA,NA,ENSG00000114742,14,WDR48,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44659,WDR48,0.284575,TTS,D8L4Y_90min,Total Pol II,1.3586027321648617
chr3,39138403,39139403,31224,+,ensembl_havana,gene,NA,NA,ENSG00000168026,19,TTC21A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31224,TTC21A,0.3681069728,TTS,D8L4Y_90min,Total Pol II,1.7573966053764962
chr3,39141355,39142355,12708,-,ensembl_havana,gene,NA,NA,ENSG00000144655,15,CSRNP1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12708,CSRNP1,0.5582471657,TTS,D8L4Y_90min,Total Pol II,2.665153736425583
chr3,39425755,39426755,19540,+,ensembl_havana,gene,NA,NA,ENSG00000168028,15,RPSA,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19540,RPSA,0.118015286,TTS,D8L4Y_90min,Total Pol II,0.5634222612556182
chr3,40311924,40312924,2718,+,ensembl_havana,gene,NA,NA,ENSG00000114784,4,EIF1B,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2718,EIF1B,0.204490973,TTS,D8L4Y_90min,Total Pol II,0.9762698572286777
chr3,40468087,40469087,11296,+,ensembl_havana,gene,NA,NA,ENSG00000188846,14,RPL14,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11296,RPL14,0.5446329484,TTS,D8L4Y_90min,Total Pol II,2.6001574689387477
chr3,40574185,40575185,49808,+,ensembl_havana,gene,NA,NA,ENSG00000172888,12,ZNF621,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49808,ZNF621,0.1334607618,TTS,D8L4Y_90min,Total Pol II,0.6371612250488756
chr3,41246099,41247099,715532,-,ensembl_havana,gene,NA,NA,ENSG00000168038,11,ULK4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715532,ULK4,0.3160168457,TTS,D8L4Y_90min,Total Pol II,1.5087107088751348
chr3,42225390,42226390,212267,+,ensembl_havana,gene,NA,NA,ENSG00000182606,18,TRAK1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212267,TRAK1,0.1748239307,TTS,D8L4Y_90min,Total Pol II,0.8346350519083561
chr3,42547469,42548469,53112,-,ensembl_havana,gene,NA,NA,ENSG00000093183,14,SEC22C,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53112,SEC22C,0.2133662391,TTS,D8L4Y_90min,Total Pol II,1.0186416775647935
chr3,42596434,42597434,15095,+,ensembl_havana,gene,NA,NA,ENSG00000008324,12,SS18L2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15095,SS18L2,0.3146830252,TTS,D8L4Y_90min,Total Pol II,1.5023428544412687
chr3,42648235,42649235,48081,+,ensembl_havana,gene,NA,NA,ENSG00000114857,19,NKTR,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48081,NKTR,0.2757027963,TTS,D8L4Y_90min,Total Pol II,1.3162455321749005
chr3,42667080,42668080,13884,+,ensembl_havana,gene,NA,NA,ENSG00000114853,15,ZBTB47,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13884,ZBTB47,1.03699384,TTS,D8L4Y_90min,Total Pol II,4.950760482340794
chr3,43078729,43079729,26857,-,ensembl_havana,gene,NA,NA,ENSG00000144647,7,POMGNT2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26857,POMGNT2,0.1226971653,TTS,D8L4Y_90min,Total Pol II,0.5857742387963231
chr3,43354359,43355359,336736,-,ensembl_havana,gene,NA,NA,ENSG00000160746,13,ANO10,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336736,ANO10,0.323689178,TTS,D8L4Y_90min,Total Pol II,1.5453395470543732
chr3,43424264,43425264,138253,+,ensembl_havana,gene,NA,NA,ENSG00000163788,14,SNRK,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138253,SNRK,0.11764989,TTS,D8L4Y_90min,Total Pol II,0.5616778072314694
chr3,43733871,43734871,44264,+,ensembl_havana,gene,NA,NA,ENSG00000011198,10,ABHD5,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44264,ABHD5,0.1788938324,TTS,D8L4Y_90min,Total Pol II,0.8540653587493029
chr3,44408951,44409951,71333,+,ensembl_havana,gene,NA,NA,ENSG00000179152,20,TCAIM,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71333,TCAIM,0.1227586176,TTS,D8L4Y_90min,Total Pol II,0.5860676210775418
chr3,44431205,44432205,45966,-,ensembl_havana,gene,NA,NA,ENSG00000185219,18,ZNF445,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45966,ZNF445,0.2864555678,TTS,D8L4Y_90min,Total Pol II,1.3675808382918975
chr3,44491266,44492266,18871,-,ensembl_havana,gene,NA,NA,ENSG00000178917,19,ZNF852,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18871,ZNF852,0.2693173652,TTS,D8L4Y_90min,Total Pol II,1.285760548818982
chr3,44660291,44661291,12060,+,ensembl_havana,gene,NA,NA,ENSG00000169981,11,ZNF35,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12060,ZNF35,0.2440070136,TTS,D8L4Y_90min,Total Pol II,1.1649252230320601
chr3,44723331,44724331,11189,+,ensembl_havana,gene,NA,NA,ENSG00000196653,12,ZNF502,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11189,ZNF502,0.1868077149,TTS,D8L4Y_90min,Total Pol II,0.8918473929635932
chr3,44737161,44738161,23959,-,ensembl_havana,gene,NA,NA,ENSG00000163807,6,KIAA1143,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23959,KIAA1143,0.08405575806,TTS,D8L4Y_90min,Total Pol II,0.40129450076255674
chr3,44914757,44915757,60929,-,ensembl_havana,gene,NA,NA,ENSG00000163812,16,ZDHHC3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60929,ZDHHC3,0.3119446078,TTS,D8L4Y_90min,Total Pol II,1.489269248673201
chr3,45081777,45082777,64146,-,ensembl_havana,gene,NA,NA,ENSG00000163814,8,CDCP1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64146,CDCP1,1.012949543,TTS,D8L4Y_90min,Total Pol II,4.835969486655356
chr3,45223966,45224966,1822,-,ensembl_havana,gene,NA,NA,ENSG00000249992,2,TMEM158,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1822,TMEM158,0.2272038261,TTS,D8L4Y_90min,Total Pol II,1.0847043447167535
chr3,45554226,45555226,166166,+,ensembl_havana,gene,NA,NA,ENSG00000011376,12,LARS2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166166,LARS2,0.1462631156,TTS,D8L4Y_90min,Total Pol II,0.6982815372717385
chr3,45744912,45745912,56357,+,ensembl_havana,gene,NA,NA,ENSG00000211456,14,SACM1L,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56357,SACM1L,0.1532467478,TTS,D8L4Y_90min,Total Pol II,0.7316224202985487
chr3,45917403,45918403,77922,-,ensembl_havana,gene,NA,NA,ENSG00000163820,16,FYCO1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77922,FYCO1,0.2585737959,TTS,D8L4Y_90min,Total Pol II,1.2344691753526462
chr3,46668495,46669495,24710,-,ensembl_havana,gene,NA,NA,ENSG00000178038,17,ALS2CL,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24710,ALS2CL,0.327249624,TTS,D8L4Y_90min,Total Pol II,1.5623376377627118
chr3,47009204,47010204,30039,+,ensembl_havana,gene,NA,NA,ENSG00000160796,18,NBEAL2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30039,NBEAL2,0.3225029845,TTS,D8L4Y_90min,Total Pol II,1.5396764855416745
chr3,47015928,47016928,147686,-,ensembl_havana,gene,NA,NA,ENSG00000181555,22,SETD2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147686,SETD2,0.2613918491,TTS,D8L4Y_90min,Total Pol II,1.2479229740942994
chr3,47227498,47228498,55454,-,ensembl_havana,gene,NA,NA,ENSG00000088727,14,KIF9,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55454,KIF9,0.2037460864,TTS,D8L4Y_90min,Total Pol II,0.9727136594955212
chr3,47346316,47347316,63900,+,ensembl_havana,gene,NA,NA,ENSG00000114648,12,KLHL18,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63900,KLHL18,0.2191217134,TTS,D8L4Y_90min,Total Pol II,1.046119154886711
chr3,47412935,47413935,32425,+,ensembl_havana,gene,NA,NA,ENSG00000076201,16,PTPN23,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32425,PTPN23,0.5062856244,TTS,D8L4Y_90min,Total Pol II,2.4170817273675937
chr3,47495140,47496140,18073,-,ensembl_havana,gene,NA,NA,ENSG00000163832,16,ELP6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18073,ELP6,0.23926,TTS,D8L4Y_90min,Total Pol II,1.142262284802828
chr3,47561738,47562738,18555,-,ensembl_havana,gene,NA,NA,ENSG00000114646,10,CSPG5,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18555,CSPG5,0.1048285175,TTS,D8L4Y_90min,Total Pol II,0.5004666969491066
chr3,47584769,47585769,196838,-,ensembl_havana,gene,NA,NA,ENSG00000173473,11,SMARCC1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196838,SMARCC1,0.2156714235,TTS,D8L4Y_90min,Total Pol II,1.0296469655345162
chr3,47849695,47850695,47287,+,ensembl_havana,gene,NA,NA,ENSG00000132153,15,DHX30,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47287,DHX30,0.8175838123,TTS,D8L4Y_90min,Total Pol II,3.9032648727560164
chr3,47850190,47851190,238583,-,ensembl_havana,gene,NA,NA,ENSG00000047849,22,MAP4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238583,MAP4,1.089055443,TTS,D8L4Y_90min,Total Pol II,5.199310200610783
chr3,48156646,48157646,31272,-,ensembl_havana,gene,NA,NA,ENSG00000164045,12,CDC25A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31272,CDC25A,0.3972755556,TTS,D8L4Y_90min,Total Pol II,1.896651692033641
chr3,48290222,48291222,10964,-,ensembl_havana,gene,NA,NA,ENSG00000172113,10,NME6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10964,NME6,0.2102858141,TTS,D8L4Y_90min,Total Pol II,1.0039352774199146
chr3,48298753,48299753,58154,+,ensembl_havana,gene,NA,NA,ENSG00000164048,14,ZNF589,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58154,ZNF589,0.219821108,TTS,D8L4Y_90min,Total Pol II,1.0494581671485799
chr3,48403354,48404354,26233,-,ensembl_havana,gene,NA,NA,ENSG00000164050,13,PLXNB1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26233,PLXNB1,0.2472197021,TTS,D8L4Y_90min,Total Pol II,1.18026306849879
chr3,48431664,48432664,8293,-,ensembl_havana,gene,NA,NA,ENSG00000164051,14,CCDC51,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8293,CCDC51,0.2271340748,TTS,D8L4Y_90min,Total Pol II,1.0843713417939667
chr3,48443708,48444708,3952,+,ensembl_havana,gene,NA,NA,ENSG00000232112,3,TMA7,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3952,TMA7,0.9773573191,TTS,D8L4Y_90min,Total Pol II,4.666046996505612
chr3,48467298,48468298,37029,-,ensembl_havana,gene,NA,NA,ENSG00000164054,17,SHISA5,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37029,SHISA5,0.6781242964,TTS,D8L4Y_90min,Total Pol II,3.2374647169864343
chr3,48563573,48564573,31257,-,ensembl_havana,gene,NA,NA,ENSG00000114270,18,COL7A1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31257,COL7A1,0.2947180275,TTS,D8L4Y_90min,Total Pol II,1.4070270311156594
