,EXPERIMENT,WELL,CELL,EU,DRUG,DRUG TIME MINUTES,PRIMARY,SECONDARY,TIME_IN_AUXIN_HRS,TotalNumberCells,RFP_Intensity,GFP_Intensity,RFP_Intensity_BGS,GFP_Intensity_BGS,RFP_Intensity_FC,GFP_Intensity_FC
85,241111_mACmChPOLR2A_ActivePolII,G08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,pSer2 3E10,Goat anti-rat Alexa647,0.0,1225,340.9121493486002,511.1902374376329,124.04286128418349,241.29988086380962,0.5788216079305166,0.44519112707408254
86,241111_mACmChPOLR2A_ActivePolII,G09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,pSer2 3E10,Goat anti-rat Alexa647,1.0,1260,348.00317955947065,321.4996452007838,131.13389149505392,51.609288626960506,0.6119105053168529,0.09521760760543392
87,241111_mACmChPOLR2A_ActivePolII,G10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,pSer2 3E10,Goat anti-rat Alexa647,0.0,1314,345.8188949636437,515.4109684111183,128.94960689922695,245.52061183729506,0.6017179709876272,0.45297825060035984
88,241111_mACmChPOLR2A_ActivePolII,G11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,pSer2 3E10,Goat anti-rat Alexa647,1.0,1584,356.39776089503204,329.9260223752249,139.5284728306153,60.03566580140159,0.6510821675652849,0.1107640236998456
91,241111_mACmChPOLR2A_ActivePolII,G14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1766,353.9660544232606,527.5435533366752,137.09676635884384,257.65319676285196,0.639735087729863,0.4753625101283586
92,241111_mACmChPOLR2A_ActivePolII,G15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,1750,349.4922566172205,330.11633333618937,132.62296855280377,60.22597676236609,0.6188589904451068,0.11111514178122649
93,241111_mACmChPOLR2A_ActivePolII,G16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1584,349.42951292755134,512.7431654816294,132.5602248631346,242.8528089078061,0.6185662093614893,0.4480562332800899
94,241111_mACmChPOLR2A_ActivePolII,G17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,1432,352.00360040955184,325.50988088318564,135.1343123451351,55.61952430936236,0.6305776821690368,0.10261637355960704
95,241111_mACmChPOLR2A_ActivePolII,G18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1198,345.9509833285229,500.53965327133227,129.08169526410617,230.649296697509,0.6023343353552078,0.42554111501432157
96,241111_mACmChPOLR2A_ActivePolII,G19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,585,364.25755858532847,327.25265691184075,147.38827052091173,57.36230033801746,0.6877583671466795,0.10583174366943549
97,241111_mACmChPOLR2A_ActivePolII,G20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,794,349.69803641876376,509.7907817099456,132.82874835434703,239.9004251361223,0.6198192214037914,0.4426091727421157
98,241111_mACmChPOLR2A_ActivePolII,G21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,909,348.63012525443463,318.07314971962796,131.7608371900179,48.18279314580468,0.614836024056805,0.08889582501810236
101,241111_mACmChPOLR2A_ActivePolII,H04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1055,343.2332227141361,510.5257430931255,126.36393464971937,240.63538651930224,0.5896524401417007,0.44396515470680836
102,241111_mACmChPOLR2A_ActivePolII,H05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,1.5,1211,345.13615368230427,300.3283851392644,128.26686561788753,30.43802856544113,0.5985320931211046,0.05615726039504319
103,241111_mACmChPOLR2A_ActivePolII,H06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1331,338.0509612692781,513.1039949756445,121.18167320486137,243.21363840182119,0.5654704366698774,0.4487219530000794
104,241111_mACmChPOLR2A_ActivePolII,H07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,1.5,1500,343.9895439759369,305.01745217006913,127.12025591152016,35.12709559624585,0.5931816645108857,0.06480845006367003
105,241111_mACmChPOLR2A_ActivePolII,H08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,0.0,1472,336.70111280324716,499.8084166949058,119.83182473883042,229.91806012108253,0.5591716343729797,0.42419200520767053
106,241111_mACmChPOLR2A_ActivePolII,H09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1.5,1236,343.6847286007623,304.5726393973189,126.81544053634556,34.6822828234956,0.5917593035321568,0.06398778368402354
107,241111_mACmChPOLR2A_ActivePolII,H10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,0.0,1552,342.61888871288045,501.8782427586804,125.74960064846371,231.98788618485713,0.5867857713892077,0.428010772937188
108,241111_mACmChPOLR2A_ActivePolII,H11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1.5,2057,366.57241795649463,313.9362655683909,149.7031298920779,44.04590899456764,0.6985602029756814,0.08126339639330916
111,241111_mACmChPOLR2A_ActivePolII,H14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1361,349.1426491082876,492.93900380219475,132.2733610438709,223.04864722837146,0.6172276157866209,0.41151814205823395
112,241111_mACmChPOLR2A_ActivePolII,H15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1579,362.1575559509267,318.16330860615017,145.28826788650994,48.272952032326884,0.6779591180087707,0.08906216549105608
113,241111_mACmChPOLR2A_ActivePolII,H16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1376,340.75148164108043,504.2544339165897,123.8821935766637,234.3640773427664,0.5780718836832175,0.4323947751834641
114,241111_mACmChPOLR2A_ActivePolII,H17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1394,357.07315416136856,310.1926516028182,140.20386609695183,40.30229502899493,0.6542337573654486,0.07435653960292295
115,241111_mACmChPOLR2A_ActivePolII,H18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1044,345.4382472993133,511.54099678409295,128.56895923489654,241.65064021026967,0.5999417535508337,0.4458382676703535
116,241111_mACmChPOLR2A_ActivePolII,H19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1164,360.2014303401238,313.39488650224433,143.33214227570707,43.50452992842105,0.6688312426950516,0.08026456806496803
117,241111_mACmChPOLR2A_ActivePolII,H20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,961,351.0197783939679,497.8937268598657,134.15049032955116,228.0033702860424,0.6259868702909303,0.4206594592212931
118,241111_mACmChPOLR2A_ActivePolII,H21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,819,362.6486793433122,309.55621064743474,145.77939127889547,39.665854073611456,0.6802508486954856,0.07318232490696464
121,241111_mACmChPOLR2A_ActivePolII,I04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1217,335.0653610909689,423.9973407827466,118.19607302655217,154.10698420892334,0.551538720826211,0.28432281750143285
122,241111_mACmChPOLR2A_ActivePolII,I05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,2.0,1155,335.39477400176713,289.78682469664335,118.5254859373504,19.896468122820067,0.5530758613655966,0.03670839387355998
123,241111_mACmChPOLR2A_ActivePolII,I06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1169,333.6603213386572,423.1397442423824,116.79103327424045,153.2493876685591,0.5449823792502443,0.28274057730714497
124,241111_mACmChPOLR2A_ActivePolII,I07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,2.0,1487,338.87326950781346,294.6469162752806,122.00398144339673,24.75655970145732,0.5693075762836847,0.04567511876306772
125,241111_mACmChPOLR2A_ActivePolII,I08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,0.0,1670,334.26419677808633,423.5487320039308,117.3949087136696,153.65837543010753,0.5478002451815963,0.2834951476031246
126,241111_mACmChPOLR2A_ActivePolII,I09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,2.0,1538,343.1921224548894,298.72657948013347,126.32283439047265,28.836222906310184,0.5894606538680107,0.05320197643804601
127,241111_mACmChPOLR2A_ActivePolII,I10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,0.0,1064,345.0817430824819,431.2422083731836,128.21245501806519,161.3518517993603,0.598278196761801,0.2976893834381542
128,241111_mACmChPOLR2A_ActivePolII,I11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,2.0,1633,356.36797459552173,312.05473786394873,139.498686531105,42.16438129012545,0.650943175658791,0.07779203355482316
131,241111_mACmChPOLR2A_ActivePolII,I14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,1412,349.6714202646408,433.2743797584666,132.80213220022407,163.3840231846433,0.6196950223570515,0.301438679402094
132,241111_mACmChPOLR2A_ActivePolII,I15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1386,352.870424237986,309.86582292901204,136.00113617356928,39.97546635518876,0.6346225450250883,0.07375355038829495
133,241111_mACmChPOLR2A_ActivePolII,I16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,1177,345.18746637454154,440.00135239625826,128.3181783101248,170.11099582243497,0.598771533704146,0.31384974450371855
134,241111_mACmChPOLR2A_ActivePolII,I17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1196,360.5457415991032,306.1129234986096,143.6764535346865,36.22256692478629,0.6704379034451166,0.06682956219055715
135,241111_mACmChPOLR2A_ActivePolII,I18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,970,340.3871938718817,438.930348030607,123.51790580746498,169.0399914567837,0.5763720064784025,0.31187377319806064
136,241111_mACmChPOLR2A_ActivePolII,I19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,961,354.47504735834593,304.35510172636657,137.6057592939292,34.46474515254329,0.6421102031219242,0.06358643312982666
137,241111_mACmChPOLR2A_ActivePolII,I20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,841,336.53154256282386,429.61683120599963,119.66225449840712,159.72647463217635,0.5583803682073749,0.29469061074755554
138,241111_mACmChPOLR2A_ActivePolII,I21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,806,355.7415524338738,302.093871873235,138.87226436945704,32.20351529941172,0.6480200998840578,0.05941453108294012
141,241111_mACmChPOLR2A_ActivePolII,J04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1222,336.06924757116946,425.81556517218996,119.19995950675272,155.92520859836668,0.5562231595809585,0.28767738760031625
142,241111_mACmChPOLR2A_ActivePolII,J05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,2.0,1208,342.6653699880358,290.23218016935147,125.79608192361908,20.341823595528183,0.587002667114972,0.03753006151854087
143,241111_mACmChPOLR2A_ActivePolII,J06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1308,325.43533769806356,420.72254322060377,108.56604963364683,150.83218664678049,0.5066021112786473,0.27828091307773073
144,241111_mACmChPOLR2A_ActivePolII,J07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,2.0,1774,334.53313342190876,294.89665726939126,117.66384535749202,25.006300695567973,0.5490551851192691,0.04613588349385296
145,241111_mACmChPOLR2A_ActivePolII,J08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,0.0,1764,340.1447340149949,442.006402481174,123.27544595057819,172.11604590735072,0.5752406152579089,0.31754900247246753
146,241111_mACmChPOLR2A_ActivePolII,J09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,2.0,1782,340.00099436058713,294.24580358771885,123.13170629617039,24.35544701389557,0.5745698824400236,0.04493507774514399
147,241111_mACmChPOLR2A_ActivePolII,J10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,0.0,1116,347.8315323283929,447.4052644746606,130.96224426397615,177.51490790083733,0.6111095472829872,0.32750974280600414
148,241111_mACmChPOLR2A_ActivePolII,J11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,2.0,1775,353.00846674667326,309.19865827453106,136.13917868225653,39.30830170070777,0.6352666932333279,0.07252265137827837
151,241111_mACmChPOLR2A_ActivePolII,J14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,1627,347.44855211378746,434.2460785377474,130.57926404937072,164.3557219639241,0.6093224454592424,0.30323143484472387
152,241111_mACmChPOLR2A_ActivePolII,J15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1391,349.45094061273335,310.27517891504414,132.5816525483166,40.384822341220854,0.6186661974386981,0.07450880004753124
153,241111_mACmChPOLR2A_ActivePolII,J16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,1064,354.58795230060844,453.24743558932994,137.7186642361917,183.35707901550666,0.6426370518220197,0.3382883753266196
154,241111_mACmChPOLR2A_ActivePolII,J17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1290,345.6592485067127,304.2821812690704,128.78996044229595,34.391824695247124,0.6009730122052793,0.06345189704777712
155,241111_mACmChPOLR2A_ActivePolII,J18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,1060,352.5612717922991,440.4731443243285,135.6919837278824,170.5827877505052,0.6331799459600912,0.3147201866251574
156,241111_mACmChPOLR2A_ActivePolII,J19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1079,355.1224895449042,308.0407910166087,138.2532014804875,38.15043444278541,0.6451313647074117,0.07038642061135326
157,241111_mACmChPOLR2A_ActivePolII,J20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,867,343.1943009696486,428.5278687548041,126.32501290523189,158.63751218098082,0.5894708194785326,0.29268150730641995
158,241111_mACmChPOLR2A_ActivePolII,J21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,592,344.13782360790447,296.23257479923404,127.26853554348773,26.34221822541076,0.5938735822408563,0.04860061173432983
161,241111_mACmChPOLR2A_ActivePolII,K04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1294,331.7386083120272,504.9193470294557,114.86932024761049,235.02899045563242,0.5360150834902198,0.433621520165946
162,241111_mACmChPOLR2A_ActivePolII,K05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,1.5,970,336.85294806796657,296.75701326263095,119.98366000354983,26.866656688807666,0.5598801437636499,0.04956818515278685
163,241111_mACmChPOLR2A_ActivePolII,K06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1527,333.72311999155335,305.6785576601991,116.85383192713661,35.78820108637581,0.5452754168089471,0.06602817009507747
164,241111_mACmChPOLR2A_ActivePolII,K07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,1.5,1354,345.14390230349755,302.41806225286916,128.27461423908082,32.52770567904588,0.5985682505374356,0.060012652723030635
165,241111_mACmChPOLR2A_ActivePolII,K08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,0.0,1688,330.9879349267052,509.2898941787551,114.11864686228844,239.39953760493182,0.5325122138254569,0.4416850500954332
166,241111_mACmChPOLR2A_ActivePolII,K09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1.5,1426,349.8072643766121,314.85746009416624,132.9379763121954,44.96710352034296,0.6203289121795299,0.08296297298537493
167,241111_mACmChPOLR2A_ActivePolII,K10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,0.0,1330,347.56184042135374,397.80189186922144,130.692552356937,127.91153529539815,0.6098510830581044,0.2359929907966866
168,241111_mACmChPOLR2A_ActivePolII,K11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1.5,1473,341.61117813299234,308.5408119722416,124.7418900685756,38.65045539841833,0.5820834882256235,0.07130894445182095
171,241111_mACmChPOLR2A_ActivePolII,K14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1357,344.53862044204664,531.608813513978,127.6693323776299,261.71845694015474,0.5957438218144191,0.4828627946444719
172,241111_mACmChPOLR2A_ActivePolII,K15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1454,351.2901188979468,311.42697331931544,134.42083083353006,41.536616745492154,0.6272483610658272,0.07663382657949447
173,241111_mACmChPOLR2A_ActivePolII,K16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1143,341.6866649904839,523.6110873249543,124.81737692606717,253.720730751131,0.5824357327947873,0.46810722691117923
174,241111_mACmChPOLR2A_ActivePolII,K17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1117,357.20965585278424,314.5814965631866,140.3403677883675,44.69113998936331,0.6548707156530316,0.0824538284514101
175,241111_mACmChPOLR2A_ActivePolII,K18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1489,346.19885725938644,539.9891920597045,129.3295691949697,270.0988354858812,0.6034909902867461,0.49832434463249337
176,241111_mACmChPOLR2A_ActivePolII,K19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,930,354.16405685375656,308.9789795729843,137.29476878933983,39.08862299916103,0.6406590271166792,0.07211735068610371
177,241111_mACmChPOLR2A_ActivePolII,K20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,886,336.87071326411245,485.26693074748863,120.00142519969572,215.37657417366535,0.5599630415563315,0.39736339470406074
178,241111_mACmChPOLR2A_ActivePolII,K21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,875,348.17240163942796,308.13626756432484,131.30311357501122,38.24591099050156,0.6127001468601404,0.0705625720115725
181,241111_mACmChPOLR2A_ActivePolII,L04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1093,331.7028870244427,508.8820972597809,114.83359896002597,238.9917406859576,0.5358483971295298,0.4409326768687015
182,241111_mACmChPOLR2A_ActivePolII,L05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,Total Pol II F12,Goat anti-mouse Alexa647,1.0,1199,334.41077493919795,315.8874988774096,117.54148687478121,45.997142303586315,0.5484842233325659,0.08486336400587835
183,241111_mACmChPOLR2A_ActivePolII,L06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1020,334.1749721568121,522.4416073672012,117.30568409239535,252.5512507933779,0.547383896040515,0.46594957105731455
184,241111_mACmChPOLR2A_ActivePolII,L07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,Total Pol II F12,Goat anti-mouse Alexa647,1.0,1338,330.78924951984106,309.7536419999208,113.91996145542433,39.86328542609749,0.5315850874637879,0.0735465798996251
185,241111_mACmChPOLR2A_ActivePolII,L08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,pSer2 3E10,Goat anti-rat Alexa647,0.0,1444,336.03325520245704,510.06807371748806,119.1639671380403,240.17771714366478,0.5560552082735178,0.4431207682759575
186,241111_mACmChPOLR2A_ActivePolII,L09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,pSer2 3E10,Goat anti-rat Alexa647,1.0,1299,345.4141270566972,328.4419448612362,128.5448389922805,58.551588287412926,0.599829201184094,0.10802594468069011
187,241111_mACmChPOLR2A_ActivePolII,L10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,pSer2 3E10,Goat anti-rat Alexa647,0.0,1073,347.3169194983294,545.2611587828385,130.44763143391268,275.3708022090152,0.6087082077566714,0.5080509669539265
188,241111_mACmChPOLR2A_ActivePolII,L11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,pSer2 3E10,Goat anti-rat Alexa647,1.0,1040,347.5864121283386,349.09607366763566,130.7171240639219,79.20571709381238,0.6099657420944999,0.1461322000552792
191,241111_mACmChPOLR2A_ActivePolII,L14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1535,335.1503927654872,514.5365373621552,118.28110470107046,244.6461807883319,0.5519355044061781,0.4513649512367509
192,241111_mACmChPOLR2A_ActivePolII,L15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,1236,351.68334315465876,333.7199893567987,134.81405509024202,63.82963278297541,0.6290832646966443,0.11776378031208364
193,241111_mACmChPOLR2A_ActivePolII,L16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,834,343.0842780486369,529.4530498051676,126.21498998422018,259.56269323134427,0.5889574191635938,0.47888547450740804
194,241111_mACmChPOLR2A_ActivePolII,L17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,825,348.1242135678738,325.4578552235504,131.2549255034571,55.5674986497271,0.6124752867047774,0.10252038775983424
195,241111_mACmChPOLR2A_ActivePolII,L18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1128,347.7420427548108,528.2333069731648,130.8727546903941,258.3429503993415,0.6106919617940882,0.4766350851405507
196,241111_mACmChPOLR2A_ActivePolII,L19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,1179,345.4465413840917,325.75194318868535,128.57725331967495,55.86158661486206,0.59998045626567,0.10306297133753295
197,241111_mACmChPOLR2A_ActivePolII,L20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,766,342.2933114731727,517.5388512240552,125.42402340875597,247.6484946502319,0.5852665292543342,0.45690413131104113
